depart_sec,origin_edge,dest_edge,speed
1873,np5_nt5,nt3_np3,11.0
1874,np11_nt25,nt24_np12,11.0
1875,np14_nt22,nt16_np17,11.0
1875,np5_nt5,nt15_np8,11.0
1875,np10_nt25,nt2_np2,11.0
1876,np13_nt23,nt25_np11,11.0
1876,np14_nt22,nt24_np12,11.0
1877,np18_nt11,nt4_np4,11.0
1877,np11_nt25,nt22_np14,11.0
1878,np10_nt25,nt15_np8,11.0
1878,np7_nt10,nt11_np18,11.0
1878,np7_nt10,nt16_np17,11.0
1878,np6_nt5,nt15_np8,11.0
1878,np10_nt25,nt11_np18,11.0
1879,np13_nt23,nt16_np17,11.0
1879,np2_nt2,nt23_np13,11.0
1880,np16_nt21,nt1_np1,11.0
1880,np4_nt4,nt5_np5,11.0
1880,np15_nt21,nt11_np18,11.0
1880,np14_nt22,nt25_np10,11.0
1881,np6_nt5,nt2_np2,11.0
1881,np4_nt4,nt5_np6,11.0
1883,np16_nt21,nt6_np19,11.0
1884,np9_nt20,nt23_np13,11.0
1884,np12_nt24,nt5_np6,11.0
1885,np9_nt20,nt5_np5,11.0
1885,np6_nt5,nt24_np12,11.0
1885,np8_nt15,nt5_np5,11.0
1886,np17_nt16,nt5_np5,11.0
1886,np16_nt21,nt3_np3,11.0
1887,np3_nt3,nt24_np12,11.0
1887,np18_nt11,nt1_np1,11.0
1888,np12_nt24,nt4_np4,11.0
1888,np9_nt20,nt23_np13,11.0
1888,np7_nt10,nt25_np11,11.0
1889,np5_nt5,nt23_np13,11.0
1890,np13_nt23,nt4_np4,11.0
1890,np8_nt15,nt23_np13,11.0
1891,np4_nt4,nt23_np13,11.0
1893,np9_nt20,nt15_np8,11.0
1893,np8_nt15,nt11_np18,11.0
1894,np7_nt10,nt2_np2,11.0
1894,np10_nt25,nt5_np5,11.0
1895,np1_nt1,nt23_np13,11.0
1896,np15_nt21,nt1_np20,11.0
1896,np6_nt5,nt24_np12,11.0
1897,np11_nt25,nt24_np12,11.0
1897,np18_nt11,nt1_np20,11.0
1897,np13_nt23,nt25_np11,11.0
1897,np10_nt25,nt6_np19,11.0
1897,np1_nt1,nt4_np4,11.0
1898,np14_nt22,nt25_np10,11.0
1898,np14_nt22,nt25_np11,11.0
1899,np18_nt11,nt16_np17,11.0
1900,np7_nt10,nt5_np6,11.0
1901,np18_nt11,nt1_np20,11.0
1903,np14_nt22,nt1_np1,11.0
1903,np20_nt1,nt2_np2,11.0
1904,np16_nt21,nt16_np17,11.0
1904,np2_nt2,nt22_np14,11.0
1906,np19_nt6,nt10_np7,11.0
1909,np4_nt4,nt22_np14,11.0
1909,np10_nt25,nt25_np11,11.0
1911,np17_nt16,nt21_np16,11.0
1911,np6_nt5,nt6_np19,11.0
1911,np9_nt20,nt21_np15,11.0
1911,np10_nt25,nt15_np8,11.0
1912,np3_nt3,nt21_np15,11.0
1912,np2_nt2,nt5_np6,11.0
1913,np6_nt5,nt24_np12,11.0
1913,np17_nt16,nt15_np8,11.0
1913,np15_nt21,nt25_np11,11.0
1914,np8_nt15,nt24_np12,11.0
1917,np8_nt15,nt1_np20,11.0
1917,np12_nt24,nt1_np20,11.0
1918,np6_nt5,nt3_np3,11.0
1919,np6_nt5,nt15_np8,11.0
1919,np17_nt16,nt15_np8,11.0
1919,np20_nt1,nt16_np17,11.0
1920,np2_nt2,nt6_np19,11.0
1920,np16_nt21,nt5_np6,11.0
1920,np10_nt25,nt15_np8,11.0
1920,np12_nt24,nt1_np1,11.0
1921,np17_nt16,nt23_np13,11.0
1922,np19_nt6,nt20_np9,11.0
1922,np9_nt20,nt1_np20,11.0
1923,np17_nt16,nt11_np18,11.0
1923,np20_nt1,nt24_np12,11.0
1924,np3_nt3,nt16_np17,11.0
1925,np19_nt6,nt5_np5,11.0
1925,np13_nt23,nt15_np8,11.0
1926,np8_nt15,nt3_np3,11.0
1926,np3_nt3,nt10_np7,11.0
1926,np9_nt20,nt16_np17,11.0
1928,np12_nt24,nt5_np5,11.0
1928,np20_nt1,nt1_np1,11.0
1930,np15_nt21,nt10_np7,11.0
1930,np15_nt21,nt24_np12,11.0
1930,np12_nt24,nt16_np17,11.0
1930,np1_nt1,nt25_np11,11.0
1931,np8_nt15,nt23_np13,11.0
1933,np3_nt3,nt11_np18,11.0
1933,np12_nt24,nt4_np4,11.0
1934,np2_nt2,nt25_np11,11.0
1934,np1_nt1,nt23_np13,11.0
1934,np18_nt11,nt21_np16,11.0
1934,np16_nt21,nt1_np1,11.0
1936,np16_nt21,nt16_np17,11.0
1936,np3_nt3,nt2_np2,11.0
1936,np19_nt6,nt21_np16,11.0
1936,np2_nt2,nt10_np7,11.0
1936,np5_nt5,nt22_np14,11.0
1936,np13_nt23,nt5_np6,11.0
1937,np7_nt10,nt22_np14,11.0
1938,np14_nt22,nt23_np13,11.0
1938,np11_nt25,nt5_np6,11.0
1939,np19_nt6,nt21_np15,11.0
1939,np19_nt6,nt11_np18,11.0
1940,np5_nt5,nt21_np16,11.0
1940,np13_nt23,nt21_np15,11.0
1941,np20_nt1,nt11_np18,11.0
1941,np10_nt25,nt16_np17,11.0
1942,np8_nt15,nt24_np12,11.0
1942,np18_nt11,nt5_np5,11.0
1943,np1_nt1,nt10_np7,11.0
1943,np17_nt16,nt3_np3,11.0
1944,np7_nt10,nt23_np13,11.0
1944,np3_nt3,nt23_np13,11.0
1945,np15_nt21,nt15_np8,11.0
1945,np1_nt1,nt16_np17,11.0
1945,np7_nt10,nt21_np16,11.0
1945,np8_nt15,nt25_np11,11.0
1945,np10_nt25,nt22_np14,11.0
1946,np19_nt6,nt11_np18,11.0
1946,np8_nt15,nt1_np1,11.0
1946,np12_nt24,nt2_np2,11.0
1946,np1_nt1,nt22_np14,11.0
1947,np3_nt3,nt5_np6,11.0
1947,np2_nt2,nt1_np1,11.0
1947,np1_nt1,nt20_np9,11.0
1947,np17_nt16,nt22_np14,11.0
1948,np13_nt23,nt3_np3,11.0
1948,np8_nt15,nt3_np3,11.0
1948,np1_nt1,nt3_np3,11.0
1948,np11_nt25,nt5_np5,11.0
1949,np15_nt21,nt24_np12,11.0
1951,np15_nt21,nt10_np7,11.0
1951,np19_nt6,nt21_np15,11.0
1951,np15_nt21,nt16_np17,11.0
1951,np8_nt15,nt20_np9,11.0
1952,np20_nt1,nt23_np13,11.0
1952,np10_nt25,nt25_np11,11.0
1953,np9_nt20,nt23_np13,11.0
1954,np6_nt5,nt4_np4,11.0
1954,np10_nt25,nt22_np14,11.0
1954,np8_nt15,nt4_np4,11.0
1955,np13_nt23,nt22_np14,11.0
1955,np10_nt25,nt1_np20,11.0
1956,np7_nt10,nt16_np17,11.0
1957,np9_nt20,nt6_np19,11.0
1958,np12_nt24,nt25_np10,11.0
1959,np8_nt15,nt16_np17,11.0
1959,np10_nt25,nt1_np1,11.0
1959,np3_nt3,nt11_np18,11.0
1962,np10_nt25,nt11_np18,11.0
1962,np10_nt25,nt16_np17,11.0
1965,np1_nt1,nt5_np6,11.0
1966,np18_nt11,nt16_np17,11.0
1966,np11_nt25,nt15_np8,11.0
1966,np17_nt16,nt4_np4,11.0
1967,np5_nt5,nt24_np12,11.0
1968,np13_nt23,nt16_np17,11.0
1968,np4_nt4,nt5_np5,11.0
1968,np10_nt25,nt10_np7,11.0
1968,np4_nt4,nt10_np7,11.0
1969,np19_nt6,nt25_np11,11.0
1969,np16_nt21,nt22_np14,11.0
1969,np19_nt6,nt5_np5,11.0
1970,np15_nt21,nt16_np17,11.0
1970,np4_nt4,nt1_np20,11.0
1970,np15_nt21,nt1_np20,11.0
1971,np7_nt10,nt2_np2,11.0
1971,np5_nt5,nt21_np16,11.0
1971,np19_nt6,nt22_np14,11.0
1971,np14_nt22,nt24_np12,11.0
1972,np12_nt24,nt1_np1,11.0
1972,np18_nt11,nt15_np8,11.0
1972,np14_nt22,nt1_np20,11.0
1973,np11_nt25,nt11_np18,11.0
1973,np1_nt1,nt24_np12,11.0
1973,np19_nt6,nt4_np4,11.0
1973,np9_nt20,nt21_np16,11.0
1974,np14_nt22,nt10_np7,11.0
1974,np18_nt11,nt3_np3,11.0
1974,np14_nt22,nt1_np20,11.0
1975,np9_nt20,nt1_np1,11.0
1975,np19_nt6,nt4_np4,11.0
1977,np2_nt2,nt20_np9,11.0
1977,np4_nt4,nt1_np20,11.0
1978,np2_nt2,nt25_np10,11.0
1978,np1_nt1,nt4_np4,11.0
1979,np2_nt2,nt6_np19,11.0
1980,np1_nt1,nt11_np18,11.0
1980,np4_nt4,nt23_np13,11.0
1980,np14_nt22,nt2_np2,11.0
1980,np8_nt15,nt21_np16,11.0
1981,np17_nt16,nt1_np1,11.0
1983,np2_nt2,nt25_np10,11.0
1983,np5_nt5,nt25_np10,11.0
1983,np3_nt3,nt22_np14,11.0
1983,np18_nt11,nt24_np12,11.0
1984,np15_nt21,nt5_np5,11.0
1985,np1_nt1,nt11_np18,11.0
1986,np12_nt24,nt15_np8,11.0
1986,np13_nt23,nt21_np15,11.0
1987,np20_nt1,nt23_np13,11.0
1989,np3_nt3,nt22_np14,11.0
1989,np7_nt10,nt16_np17,11.0
1989,np2_nt2,nt21_np16,11.0
1990,np15_nt21,nt23_np13,11.0
1990,np6_nt5,nt15_np8,11.0
1990,np2_nt2,nt5_np5,11.0
1990,np11_nt25,nt1_np1,11.0
1992,np5_nt5,nt2_np2,11.0
1992,np10_nt25,nt3_np3,11.0
1992,np3_nt3,nt4_np4,11.0
1992,np11_nt25,nt2_np2,11.0
1993,np19_nt6,nt25_np10,11.0
1994,np7_nt10,nt22_np14,11.0
1994,np6_nt5,nt20_np9,11.0
1994,np17_nt16,nt5_np5,11.0
1994,np9_nt20,nt11_np18,11.0
1995,np3_nt3,nt6_np19,11.0
1995,np14_nt22,nt3_np3,11.0
1995,np4_nt4,nt6_np19,11.0
1996,np20_nt1,nt15_np8,11.0
1996,np3_nt3,nt5_np5,11.0
1996,np10_nt25,nt5_np6,11.0
1997,np4_nt4,nt25_np10,11.0
1998,np13_nt23,nt5_np6,11.0
1998,np16_nt21,nt5_np5,11.0
1998,np16_nt21,nt25_np10,11.0
1999,np9_nt20,nt4_np4,11.0
1999,np10_nt25,nt3_np3,11.0
2001,np20_nt1,nt2_np2,11.0
2001,np13_nt23,nt5_np6,11.0
2001,np2_nt2,nt4_np4,11.0
2002,np15_nt21,nt5_np6,11.0
2003,np11_nt25,nt24_np12,11.0
2004,np15_nt21,nt15_np8,11.0
2004,np6_nt5,nt21_np16,11.0
2005,np20_nt1,nt21_np15,11.0
2005,np18_nt11,nt10_np7,11.0
2007,np1_nt1,nt21_np15,11.0
2007,np13_nt23,nt10_np7,11.0
2007,np10_nt25,nt3_np3,11.0
2008,np6_nt5,nt21_np16,11.0
2008,np16_nt21,nt2_np2,11.0
2009,np16_nt21,nt21_np15,11.0
2010,np13_nt23,nt20_np9,11.0
2010,np13_nt23,nt1_np20,11.0
2011,np15_nt21,nt21_np16,11.0
2011,np13_nt23,nt16_np17,11.0
2012,np17_nt16,nt11_np18,11.0
2012,np20_nt1,nt6_np19,11.0
2013,np10_nt25,nt20_np9,11.0
2014,np20_nt1,nt15_np8,11.0
2014,np9_nt20,nt25_np11,11.0
2014,np9_nt20,nt15_np8,11.0
2015,np9_nt20,nt1_np1,11.0
2015,np10_nt25,nt3_np3,11.0
2016,np17_nt16,nt1_np20,11.0
2016,np19_nt6,nt24_np12,11.0
2017,np3_nt3,nt24_np12,11.0
2017,np15_nt21,nt3_np3,11.0
2017,np10_nt25,nt23_np13,11.0
2017,np15_nt21,nt24_np12,11.0
2018,np7_nt10,nt22_np14,11.0
2018,np17_nt16,nt3_np3,11.0
2018,np9_nt20,nt25_np11,11.0
2018,np14_nt22,nt23_np13,11.0
2019,np6_nt5,nt2_np2,11.0
2020,np9_nt20,nt5_np5,11.0
2020,np11_nt25,nt23_np13,11.0
2021,np13_nt23,nt21_np16,11.0
2021,np11_nt25,nt23_np13,11.0
2022,np16_nt21,nt5_np6,11.0
2022,np3_nt3,nt25_np11,11.0
2022,np3_nt3,nt1_np20,11.0
2022,np13_nt23,nt15_np8,11.0
2022,np16_nt21,nt6_np19,11.0
2022,np9_nt20,nt5_np6,11.0
2024,np15_nt21,nt4_np4,11.0
2024,np4_nt4,nt10_np7,11.0
2024,np13_nt23,nt25_np10,11.0
2026,np8_nt15,nt6_np19,11.0
2027,np18_nt11,nt15_np8,11.0
2027,np10_nt25,nt4_np4,11.0
2028,np14_nt22,nt1_np20,11.0
2028,np16_nt21,nt22_np14,11.0
2028,np13_nt23,nt1_np20,11.0
2028,np20_nt1,nt5_np5,11.0
2028,np15_nt21,nt1_np1,11.0
2028,np18_nt11,nt15_np8,11.0
2030,np8_nt15,nt24_np12,11.0
2030,np20_nt1,nt20_np9,11.0
2031,np3_nt3,nt1_np20,11.0
2031,np17_nt16,nt23_np13,11.0
2031,np11_nt25,nt25_np10,11.0
2032,np4_nt4,nt5_np6,11.0
2032,np16_nt21,nt15_np8,11.0
2033,np10_nt25,nt20_np9,11.0
2034,np14_nt22,nt25_np11,11.0
2034,np18_nt11,nt3_np3,11.0
2034,np7_nt10,nt1_np20,11.0
2035,np5_nt5,nt21_np15,11.0
2035,np5_nt5,nt2_np2,11.0
2035,np7_nt10,nt2_np2,11.0
2035,np4_nt4,nt5_np5,11.0
2036,np10_nt25,nt2_np2,11.0
2036,np19_nt6,nt3_np3,11.0
2036,np14_nt22,nt21_np15,11.0
2037,np1_nt1,nt1_np20,11.0
2038,np2_nt2,nt25_np10,11.0
2038,np13_nt23,nt21_np15,11.0
2039,np19_nt6,nt1_np20,11.0
2039,np17_nt16,nt21_np16,11.0
2039,np19_nt6,nt21_np15,11.0
2039,np9_nt20,nt4_np4,11.0
2040,np2_nt2,nt11_np18,11.0
2040,np1_nt1,nt21_np16,11.0
2041,np1_nt1,nt3_np3,11.0
2041,np19_nt6,nt25_np11,11.0
2042,np14_nt22,nt3_np3,11.0
2042,np14_nt22,nt16_np17,11.0
2042,np5_nt5,nt21_np16,11.0
2043,np20_nt1,nt23_np13,11.0
2043,np5_nt5,nt11_np18,11.0
2044,np5_nt5,nt25_np11,11.0
2044,np16_nt21,nt1_np20,11.0
2047,np10_nt25,nt24_np12,11.0
2047,np3_nt3,nt5_np6,11.0
2047,np11_nt25,nt6_np19,11.0
2047,np16_nt21,nt3_np3,11.0
2047,np7_nt10,nt21_np16,11.0
2049,np14_nt22,nt5_np5,11.0
2049,np7_nt10,nt2_np2,11.0
2049,np9_nt20,nt23_np13,11.0
2050,np1_nt1,nt4_np4,11.0
2050,np18_nt11,nt23_np13,11.0
2051,np13_nt23,nt15_np8,11.0
2052,np8_nt15,nt2_np2,11.0
2052,np13_nt23,nt24_np12,11.0
2054,np20_nt1,nt22_np14,11.0
2054,np7_nt10,nt1_np20,11.0
2054,np6_nt5,nt6_np19,11.0
2055,np8_nt15,nt22_np14,11.0
2055,np11_nt25,nt1_np1,11.0
2056,np5_nt5,nt4_np4,11.0
2056,np6_nt5,nt21_np15,11.0
2057,np18_nt11,nt5_np5,11.0
2057,np3_nt3,nt5_np5,11.0
2058,np20_nt1,nt25_np11,11.0
2058,np12_nt24,nt21_np15,11.0
2060,np5_nt5,nt4_np4,11.0
2061,np20_nt1,nt22_np14,11.0
2061,np4_nt4,nt24_np12,11.0
2061,np14_nt22,nt2_np2,11.0
2062,np1_nt1,nt6_np19,11.0
2062,np8_nt15,nt25_np11,11.0
2063,np9_nt20,nt6_np19,11.0
2065,np1_nt1,nt1_np20,11.0
2065,np15_nt21,nt1_np20,11.0
2068,np7_nt10,nt25_np11,11.0
2068,np5_nt5,nt3_np3,11.0
2069,np19_nt6,nt11_np18,11.0
2069,np9_nt20,nt23_np13,11.0
2069,np16_nt21,nt2_np2,11.0
2069,np5_nt5,nt1_np1,11.0
2070,np7_nt10,nt1_np1,11.0
2071,np3_nt3,nt22_np14,11.0
2071,np3_nt3,nt4_np4,11.0
2071,np10_nt25,nt5_np5,11.0
2072,np20_nt1,nt11_np18,11.0
2072,np2_nt2,nt16_np17,11.0
2073,np17_nt16,nt1_np20,11.0
2075,np13_nt23,nt5_np6,11.0
2075,np16_nt21,nt22_np14,11.0
2076,np12_nt24,nt6_np19,11.0
2078,np3_nt3,nt5_np5,11.0
2078,np18_nt11,nt24_np12,11.0
2078,np12_nt24,nt22_np14,11.0
2078,np12_nt24,nt10_np7,11.0
2079,np11_nt25,nt1_np1,11.0
2079,np8_nt15,nt25_np11,11.0
2081,np5_nt5,nt5_np6,11.0
2082,np9_nt20,nt1_np1,11.0
2082,np6_nt5,nt25_np10,11.0
2083,np14_nt22,nt11_np18,11.0
2084,np19_nt6,nt2_np2,11.0
2084,np13_nt23,nt1_np1,11.0
2084,np6_nt5,nt21_np15,11.0
2085,np8_nt15,nt21_np16,11.0
2085,np12_nt24,nt5_np6,11.0
2086,np15_nt21,nt23_np13,11.0
2086,np13_nt23,nt10_np7,11.0
2086,np10_nt25,nt10_np7,11.0
2088,np8_nt15,nt21_np16,11.0
2088,np10_nt25,nt1_np20,11.0
2089,np11_nt25,nt10_np7,11.0
2089,np5_nt5,nt15_np8,11.0
2089,np11_nt25,nt2_np2,11.0
2089,np7_nt10,nt16_np17,11.0
2090,np11_nt25,nt1_np20,11.0
2090,np5_nt5,nt2_np2,11.0
2091,np2_nt2,nt22_np14,11.0
2092,np19_nt6,nt24_np12,11.0
2092,np4_nt4,nt6_np19,11.0
2093,np13_nt23,nt24_np12,11.0
2093,np16_nt21,nt24_np12,11.0
2095,np3_nt3,nt21_np16,11.0
2096,np2_nt2,nt21_np16,11.0
2096,np13_nt23,nt25_np10,11.0
2097,np7_nt10,nt16_np17,11.0
2098,np9_nt20,nt11_np18,11.0
2098,np19_nt6,nt1_np1,11.0
2099,np7_nt10,nt25_np11,11.0
2099,np11_nt25,nt5_np5,11.0
2099,np3_nt3,nt2_np2,11.0
2100,np9_nt20,nt15_np8,11.0
2101,np10_nt25,nt21_np16,11.0
2101,np1_nt1,nt22_np14,11.0
2101,np16_nt21,nt15_np8,11.0
2101,np17_nt16,nt23_np13,11.0
2101,np11_nt25,nt6_np19,11.0
2101,np10_nt25,nt15_np8,11.0
2101,np17_nt16,nt6_np19,11.0
2102,np7_nt10,nt20_np9,11.0
2102,np15_nt21,nt5_np5,11.0
2102,np19_nt6,nt1_np1,11.0
2102,np17_nt16,nt11_np18,11.0
2102,np5_nt5,nt23_np13,11.0
2102,np20_nt1,nt4_np4,11.0
2103,np17_nt16,nt5_np6,11.0
2103,np16_nt21,nt11_np18,11.0
2103,np7_nt10,nt5_np6,11.0
2104,np4_nt4,nt21_np16,11.0
2104,np13_nt23,nt10_np7,11.0
2104,np16_nt21,nt6_np19,11.0
2104,np12_nt24,nt10_np7,11.0
2104,np7_nt10,nt5_np6,11.0
2104,np6_nt5,nt1_np1,11.0
2105,np2_nt2,nt5_np6,11.0
2106,np12_nt24,nt25_np10,11.0
2107,np1_nt1,nt5_np5,11.0
2107,np17_nt16,nt1_np20,11.0
2107,np19_nt6,nt5_np5,11.0
2107,np14_nt22,nt5_np6,11.0
2107,np14_nt22,nt20_np9,11.0
2108,np16_nt21,nt2_np2,11.0
2110,np2_nt2,nt15_np8,11.0
2111,np2_nt2,nt6_np19,11.0
2112,np14_nt22,nt5_np6,11.0
2113,np15_nt21,nt21_np16,11.0
2113,np3_nt3,nt4_np4,11.0
2113,np19_nt6,nt21_np16,11.0
2113,np14_nt22,nt1_np20,11.0
2113,np13_nt23,nt3_np3,11.0
2114,np14_nt22,nt5_np5,11.0
2114,np6_nt5,nt2_np2,11.0
2115,np2_nt2,nt24_np12,11.0
2116,np3_nt3,nt4_np4,11.0
2116,np17_nt16,nt2_np2,11.0
2116,np9_nt20,nt3_np3,11.0
2117,np20_nt1,nt11_np18,11.0
2118,np18_nt11,nt25_np11,11.0
2120,np14_nt22,nt4_np4,11.0
2121,np12_nt24,nt21_np15,11.0
2121,np5_nt5,nt2_np2,11.0
2122,np10_nt25,nt1_np20,11.0
2122,np13_nt23,nt10_np7,11.0
2123,np17_nt16,nt2_np2,11.0
2123,np20_nt1,nt11_np18,11.0
2123,np10_nt25,nt3_np3,11.0
2123,np15_nt21,nt5_np5,11.0
2123,np5_nt5,nt4_np4,11.0
2124,np8_nt15,nt2_np2,11.0
2124,np17_nt16,nt25_np10,11.0
2125,np18_nt11,nt10_np7,11.0
2125,np13_nt23,nt1_np1,11.0
2125,np4_nt4,nt5_np5,11.0
2125,np13_nt23,nt21_np15,11.0
2126,np8_nt15,nt24_np12,11.0
2126,np20_nt1,nt21_np16,11.0
2127,np15_nt21,nt5_np5,11.0
2128,np7_nt10,nt25_np11,11.0
2128,np2_nt2,nt21_np16,11.0
2129,np7_nt10,nt24_np12,11.0
2129,np9_nt20,nt4_np4,11.0
2129,np10_nt25,nt1_np1,11.0
2130,np17_nt16,nt1_np20,11.0
2130,np8_nt15,nt2_np2,11.0
2130,np14_nt22,nt1_np20,11.0
2130,np11_nt25,nt24_np12,11.0
2132,np20_nt1,nt25_np11,11.0
2132,np2_nt2,nt1_np20,11.0
2133,np15_nt21,nt4_np4,11.0
2134,np8_nt15,nt3_np3,11.0
2135,np7_nt10,nt3_np3,11.0
2136,np5_nt5,nt3_np3,11.0
2137,np2_nt2,nt5_np5,11.0
2137,np3_nt3,nt5_np5,11.0
2138,np3_nt3,nt5_np6,11.0
2138,np1_nt1,nt16_np17,11.0
2139,np14_nt22,nt25_np11,11.0
2140,np6_nt5,nt6_np19,11.0
2141,np2_nt2,nt23_np13,11.0
2141,np15_nt21,nt22_np14,11.0
2141,np5_nt5,nt25_np11,11.0
2141,np16_nt21,nt1_np1,11.0
2142,np16_nt21,nt25_np10,11.0
2142,np12_nt24,nt5_np6,11.0
2142,np15_nt21,nt4_np4,11.0
2144,np12_nt24,nt5_np5,11.0
2144,np13_nt23,nt4_np4,11.0
2144,np5_nt5,nt1_np1,11.0
2144,np14_nt22,nt2_np2,11.0
2144,np7_nt10,nt25_np10,11.0
2146,np18_nt11,nt1_np1,11.0
2146,np17_nt16,nt3_np3,11.0
2147,np1_nt1,nt16_np17,11.0
2148,np13_nt23,nt1_np1,11.0
2148,np16_nt21,nt23_np13,11.0
2149,np11_nt25,nt2_np2,11.0
2149,np5_nt5,nt10_np7,11.0
2149,np19_nt6,nt3_np3,11.0
2150,np12_nt24,nt11_np18,11.0
2150,np18_nt11,nt1_np1,11.0
2151,np20_nt1,nt5_np6,11.0
2153,np10_nt25,nt5_np5,11.0
2153,np2_nt2,nt11_np18,11.0
2154,np2_nt2,nt11_np18,11.0
2154,np12_nt24,nt5_np6,11.0
2155,np11_nt25,nt5_np5,11.0
2156,np2_nt2,nt25_np11,11.0
2156,np13_nt23,nt25_np10,11.0
2156,np18_nt11,nt6_np19,11.0
2157,np7_nt10,nt20_np9,11.0
2158,np13_nt23,nt3_np3,11.0
2159,np20_nt1,nt6_np19,11.0
2160,np1_nt1,nt11_np18,11.0
2161,np13_nt23,nt5_np5,11.0
2161,np12_nt24,nt21_np15,11.0
2161,np16_nt21,nt4_np4,11.0
2161,np14_nt22,nt20_np9,11.0
2163,np1_nt1,nt20_np9,11.0
2164,np19_nt6,nt2_np2,11.0
2164,np12_nt24,nt21_np16,11.0
2165,np5_nt5,nt21_np15,11.0
2166,np15_nt21,nt4_np4,11.0
2166,np11_nt25,nt1_np20,11.0
2168,np6_nt5,nt5_np5,11.0
2169,np20_nt1,nt6_np19,11.0
2169,np20_nt1,nt15_np8,11.0
2169,np18_nt11,nt1_np1,11.0
2170,np18_nt11,nt6_np19,11.0
2170,np7_nt10,nt21_np16,11.0
2170,np18_nt11,nt2_np2,11.0
2171,np11_nt25,nt22_np14,11.0
2171,np3_nt3,nt25_np11,11.0
2173,np9_nt20,nt11_np18,11.0
2173,np2_nt2,nt16_np17,11.0
2173,np7_nt10,nt24_np12,11.0
2174,np19_nt6,nt3_np3,11.0
2174,np18_nt11,nt2_np2,11.0
2175,np18_nt11,nt22_np14,11.0
2175,np4_nt4,nt25_np11,11.0
2176,np16_nt21,nt5_np6,11.0
2177,np12_nt24,nt21_np16,11.0
2178,np12_nt24,nt25_np10,11.0
2178,np16_nt21,nt11_np18,11.0
2179,np8_nt15,nt11_np18,11.0
2179,np17_nt16,nt21_np15,11.0
2179,np13_nt23,nt11_np18,11.0
2180,np8_nt15,nt1_np1,11.0
2181,np15_nt21,nt15_np8,11.0
2181,np7_nt10,nt6_np19,11.0
2181,np14_nt22,nt15_np8,11.0
2182,np11_nt25,nt5_np6,11.0
2183,np10_nt25,nt3_np3,11.0
2183,np17_nt16,nt6_np19,11.0
2183,np19_nt6,nt22_np14,11.0
2183,np1_nt1,nt5_np6,11.0
2184,np16_nt21,nt3_np3,11.0
2185,np1_nt1,nt23_np13,11.0
2185,np12_nt24,nt5_np6,11.0
2186,np11_nt25,nt6_np19,11.0
2187,np8_nt15,nt2_np2,11.0
2188,np5_nt5,nt2_np2,11.0
2188,np8_nt15,nt1_np20,11.0
2188,np7_nt10,nt21_np16,11.0
2188,np13_nt23,nt5_np5,11.0
2188,np2_nt2,nt4_np4,11.0
2189,np7_nt10,nt1_np20,11.0
2189,np9_nt20,nt25_np10,11.0
2189,np13_nt23,nt4_np4,11.0
2189,np20_nt1,nt6_np19,11.0
2190,np11_nt25,nt24_np12,11.0
2190,np2_nt2,nt6_np19,11.0
2191,np9_nt20,nt11_np18,11.0
2191,np12_nt24,nt21_np15,11.0
2192,np11_nt25,nt20_np9,11.0
2192,np3_nt3,nt15_np8,11.0
2192,np4_nt4,nt16_np17,11.0
2194,np10_nt25,nt15_np8,11.0
2194,np14_nt22,nt15_np8,11.0
2195,np6_nt5,nt4_np4,11.0
2195,np6_nt5,nt22_np14,11.0
2196,np13_nt23,nt22_np14,11.0
2196,np4_nt4,nt15_np8,11.0
2197,np9_nt20,nt21_np15,11.0
2197,np14_nt22,nt15_np8,11.0
2199,np8_nt15,nt6_np19,11.0
2199,np4_nt4,nt15_np8,11.0
2199,np10_nt25,nt1_np20,11.0
2199,np8_nt15,nt16_np17,11.0
2199,np9_nt20,nt22_np14,11.0
2200,np20_nt1,nt25_np11,11.0
2200,np13_nt23,nt20_np9,11.0
2200,np4_nt4,nt11_np18,11.0
2202,np13_nt23,nt21_np16,11.0
2202,np16_nt21,nt3_np3,11.0
2202,np4_nt4,nt5_np5,11.0
2202,np18_nt11,nt25_np11,11.0
2203,np4_nt4,nt2_np2,11.0
2204,np15_nt21,nt25_np11,11.0
2204,np15_nt21,nt16_np17,11.0
2204,np20_nt1,nt21_np15,11.0
2204,np14_nt22,nt6_np19,11.0
2205,np1_nt1,nt10_np7,11.0
2205,np9_nt20,nt5_np5,11.0
2206,np20_nt1,nt23_np13,11.0
2207,np2_nt2,nt22_np14,11.0
2209,np16_nt21,nt16_np17,11.0
2210,np10_nt25,nt20_np9,11.0
2210,np8_nt15,nt22_np14,11.0
2211,np17_nt16,nt21_np15,11.0
2212,np10_nt25,nt1_np1,11.0
2213,np6_nt5,nt4_np4,11.0
2213,np6_nt5,nt21_np16,11.0
2213,np1_nt1,nt2_np2,11.0
2213,np10_nt25,nt24_np12,11.0
2213,np16_nt21,nt3_np3,11.0
2213,np4_nt4,nt15_np8,11.0
2213,np1_nt1,nt2_np2,11.0
2214,np7_nt10,nt25_np11,11.0
2215,np8_nt15,nt11_np18,11.0
2216,np18_nt11,nt6_np19,11.0
2217,np1_nt1,nt25_np10,11.0
2217,np2_nt2,nt20_np9,11.0
2217,np4_nt4,nt3_np3,11.0
2217,np13_nt23,nt16_np17,11.0
2218,np1_nt1,nt6_np19,11.0
2218,np11_nt25,nt5_np6,11.0
2218,np7_nt10,nt5_np6,11.0
